lmstar,z_best,lsma,lssfr,dlsma,dlssfr,lAv,b2a,ssfr_flag,lsigsfr,sigstar,lSIGgas_KS,lSIGgas_eKS,lSIGgas_dyn_TF,lSIGgas_dyn_GMs,lSIGgas_dyn_GMtot,lSIGgas_re,lSIGmol_T18,lSIGmol_mff,lSIGmol_mff_varyH,lmgas_KS,lmgas_eKS,lmgas_dyn_TF,lmgas_dyn_GMs,lmgas_dyn_GMtot,lmgas_re,lmmol_T18,lmmol_mff,lmmol_mff_varyH,lmmol_re,lAvtot_KS,lAvtot_eKS,lAvtot_dyn_TF,lAvtot_dyn_GMs,lAvtot_dyn_GMtot,lAvtot_re,lAvmol_T18,lAvmol_mff,lAvmol_mff_varyH,ltautot_KS,ltautot_eKS,ltautot_dyn_TF,ltautot_dyn_GMs,ltautot_dyn_GMtot,ltautot_re,ltaumol_T18,ltaumol_mff,ltaumol_mff_varyH
9.950,1.089,0.321,-8.868,-0.170,-0.017,0.076,0.742,1.000,-0.357,8.511,8.568,11.670,654686011.081,8.951,8.664,8.394,8.367,8.188,8.628,10.007,13.109,654686012.520,10.390,10.103,9.532,9.806,9.628,10.068,9.505,1.016,4.118,inf,1.399,1.112,0.842,0.815,0.636,1.076,0.980,4.082,inf,1.363,1.076,0.806,0.779,0.600,1.041
9.274,0.995,0.362,-8.101,-0.074,0.840,0.000,0.327,1.000,-0.348,7.753,8.574,12.057,1167331876.528,9.359,8.551,8.100,7.839,8.312,8.766,10.095,13.579,1167331878.049,10.880,10.072,9.320,9.360,9.834,10.287,9.059,0.810,4.294,inf,1.595,0.787,0.336,0.075,0.549,1.003,0.774,4.258,inf,1.559,0.751,0.301,0.039,0.513,0.967
10.775,1.585,0.292,-10.030,-0.274,-1.084,0.000,0.859,0.000,-0.637,9.393,8.365,10.957,193035489.558,8.215,8.201,8.568,8.649,7.980,8.411,9.746,12.339,193035490.940,9.597,9.583,9.648,10.031,9.362,9.792,9.730,0.945,3.537,inf,0.796,0.782,1.148,1.230,0.561,0.991,0.909,3.502,inf,0.760,0.746,1.112,1.194,0.525,0.955
9.352,2.178,-0.302,-8.707,-0.605,-0.195,-0.393,0.766,1.000,0.450,9.158,9.152,12.130,1422805107.921,9.123,8.981,9.033,8.923,8.721,8.954,9.347,12.325,1422805108.116,9.318,9.176,8.926,9.117,8.916,9.149,8.816,1.149,4.127,inf,1.120,0.978,1.030,0.920,0.718,0.951,1.113,4.091,inf,1.084,0.942,0.994,0.884,0.682,0.915
9.344,1.053,0.579,-8.864,0.171,-0.125,-0.523,0.525,1.000,-1.476,7.388,7.756,11.145,135454112.884,8.522,7.939,7.632,7.110,7.492,8.018,9.713,13.102,135454114.841,10.479,9.896,9.288,9.067,9.448,9.975,8.766,0.004,3.392,inf,0.770,0.187,-0.121,-0.642,-0.261,0.266,-0.032,3.356,inf,0.734,0.151,-0.156,-0.678,-0.297,0.230
9.790,1.136,0.549,-8.977,0.080,-0.156,-0.155,0.339,1.000,-1.083,7.894,8.041,11.273,230088379.176,8.647,8.235,7.924,7.692,7.818,8.334,9.938,13.170,230088381.072,10.543,10.131,9.519,9.588,9.714,10.230,9.287,0.430,3.662,inf,1.036,0.624,0.312,0.080,0.206,0.722,0.394,3.626,inf,1.000,0.588,0.276,0.044,0.170,0.686
10.220,1.300,-0.187,-10.236,-0.714,-1.335,-0.398,0.753,-1.000,-0.440,9.795,8.507,10.947,141132429.131,7.971,7.968,8.796,8.875,8.130,8.401,8.932,11.371,141132429.555,8.396,8.393,8.919,9.300,8.555,8.826,8.999,0.993,3.433,inf,0.457,0.454,1.282,1.361,0.616,0.888,0.957,3.397,inf,0.422,0.418,1.246,1.325,0.581,0.852
9.236,0.810,0.367,-8.720,-0.062,0.219,0.000,0.262,1.000,-1.017,7.703,8.089,11.433,269351726.546,8.718,8.190,7.840,7.404,7.899,8.355,9.622,12.966,269351728.079,10.251,9.723,9.071,8.937,9.432,9.887,8.636,0.368,3.712,inf,0.996,0.469,0.118,-0.317,0.177,0.633,0.332,3.676,inf,0.961,0.433,0.082,-0.353,0.142,0.597
10.316,1.931,0.545,-8.590,0.034,0.238,0.041,0.842,1.000,-0.162,8.428,8.709,11.901,1351996577.712,9.299,8.836,8.444,8.562,8.300,8.815,10.596,13.788,1351996579.599,11.187,10.724,10.030,10.450,10.187,10.702,10.149,1.132,4.323,inf,1.722,1.259,0.867,0.985,0.722,1.237,1.096,4.287,inf,1.686,1.223,0.831,0.949,0.687,1.202
10.312,0.667,0.121,-10.059,-0.475,-1.053,-0.222,0.501,-1.000,-0.789,9.271,8.255,10.871,124550964.981,8.039,8.027,8.448,8.381,7.957,8.331,9.296,11.912,124550966.022,9.080,9.068,9.188,9.422,8.998,9.372,9.121,0.867,3.483,inf,0.652,0.640,1.061,0.994,0.570,0.943,0.831,3.448,inf,0.616,0.604,1.025,0.958,0.534,0.908
10.093,1.708,0.400,-8.358,-0.084,0.414,0.123,0.636,1.000,0.139,8.496,8.927,12.158,2215369481.480,9.493,8.974,8.597,8.717,8.541,9.007,10.524,13.756,2215369483.077,11.090,10.571,9.893,10.314,10.138,10.604,10.013,1.309,4.541,inf,1.876,1.357,0.980,1.099,0.923,1.390,1.274,4.505,inf,1.840,1.321,0.944,1.064,0.888,1.354
9.633,0.344,0.212,-9.327,-0.316,-0.034,0.079,0.654,1.000,-0.917,8.410,8.162,11.177,200030146.806,8.387,8.242,8.000,7.766,7.833,8.237,9.385,12.400,200030148.029,9.610,9.465,8.922,8.989,9.056,9.460,8.688,0.711,3.726,inf,0.936,0.791,0.549,0.314,0.382,0.786,0.675,3.690,inf,0.900,0.755,0.513,0.279,0.346,0.750
9.556,2.169,0.266,-9.058,-0.065,-0.482,-inf,0.432,0.000,-0.832,8.226,8.223,11.351,241185665.751,8.591,8.330,8.217,7.938,7.949,8.371,9.554,12.682,241185667.082,9.921,9.661,9.247,9.269,9.280,9.702,8.967,0.319,3.447,inf,0.686,0.426,0.313,0.033,0.045,0.467,0.283,3.411,inf,0.650,0.390,0.277,-0.002,0.009,0.431
9.283,1.916,0.277,-8.335,-0.108,0.230,-0.699,0.381,1.000,-0.404,7.931,8.533,11.914,793510257.102,9.172,8.539,8.273,7.932,8.253,8.679,9.886,13.267,793510258.455,10.524,9.892,9.325,9.284,9.606,10.031,8.983,0.546,3.927,inf,1.185,0.552,0.287,-0.055,0.266,0.692,0.511,3.891,inf,1.149,0.516,0.251,-0.091,0.230,0.656
9.649,1.757,0.654,-8.611,0.225,0.048,-0.398,0.731,1.000,-1.068,7.543,8.052,11.464,325466939.059,8.891,8.207,7.863,7.563,7.716,8.268,10.159,13.570,325466941.165,10.997,10.314,9.669,9.670,9.823,10.374,9.369,0.262,3.673,inf,1.100,0.416,0.073,-0.228,-0.074,0.477,0.226,3.637,inf,1.064,0.381,0.037,-0.264,-0.110,0.441
10.272,0.661,0.617,-8.944,0.027,0.061,0.230,0.366,1.000,-0.704,8.239,8.316,11.468,486038376.351,8.887,8.519,8.119,8.032,8.059,8.598,10.348,13.501,486038378.384,10.920,10.552,9.850,10.065,10.091,10.630,9.764,0.922,4.075,inf,1.494,1.126,0.725,0.639,0.665,1.204,0.886,4.039,inf,1.458,1.090,0.689,0.603,0.629,1.169
9.267,1.399,0.574,-8.762,0.176,-0.037,-0.699,0.942,1.000,-1.440,7.322,7.783,11.213,149369924.956,8.589,7.944,7.627,7.095,7.431,7.956,9.728,13.158,149369926.901,10.534,9.889,9.271,9.041,9.377,9.901,8.739,-0.094,3.336,inf,0.712,0.067,-0.250,-0.782,-0.446,0.079,-0.130,3.300,inf,0.676,0.031,-0.286,-0.818,-0.481,0.043
9.238,1.005,0.161,-9.563,-0.233,-0.843,-0.186,0.743,0.000,-1.444,8.118,7.779,10.810,60415084.891,7.979,7.861,7.906,7.352,7.463,7.850,8.899,11.930,60415086.011,9.099,8.981,8.725,8.472,8.583,8.969,8.171,-0.002,3.029,inf,0.198,0.080,0.125,-0.429,-0.318,0.068,-0.038,2.993,inf,0.162,0.044,0.089,-0.465,-0.354,0.033
10.477,2.465,0.704,-9.868,0.243,-1.006,-0.214,0.467,0.000,-1.597,8.271,7.669,10.586,64864799.808,8.022,7.925,7.854,7.730,7.428,7.996,9.875,12.792,64864802.014,10.228,10.131,9.759,9.935,9.634,10.202,9.634,0.081,2.998,inf,0.434,0.337,0.267,0.142,-0.159,0.409,0.045,2.962,inf,0.398,0.301,0.231,0.106,-0.195,0.373
9.057,0.999,0.679,-8.993,0.277,-0.065,-1.000,0.501,1.000,-2.092,6.901,7.310,10.791,51644502.918,8.200,7.540,7.172,6.429,7.088,7.648,9.466,12.947,51644505.074,10.356,9.696,9.026,8.585,9.244,9.804,8.284,-0.546,2.934,inf,0.344,-0.316,-0.685,-1.427,-0.768,-0.208,-0.582,2.899,inf,0.308,-0.352,-0.720,-1.463,-0.804,-0.244
9.446,1.030,0.072,-10.331,-0.350,-1.573,-inf,0.727,-1.000,-1.827,8.504,7.502,10.246,17519645.623,7.360,7.345,7.888,7.379,7.211,7.568,8.444,11.188,17519646.565,8.301,8.286,8.529,8.320,8.153,8.510,8.019,-0.205,2.539,inf,-0.348,-0.363,0.181,-0.329,-0.496,-0.139,-0.241,2.503,inf,-0.383,-0.398,0.145,-0.364,-0.532,-0.175
9.408,2.282,0.003,-8.828,-0.308,-0.298,-0.694,0.593,1.000,-0.224,8.604,8.664,11.752,585162829.311,8.878,8.648,8.587,8.361,8.309,8.643,9.468,12.556,585162830.115,9.682,9.453,9.090,9.165,9.113,9.447,8.864,0.670,3.759,inf,0.884,0.655,0.593,0.367,0.315,0.650,0.634,3.723,inf,0.848,0.619,0.558,0.331,0.279,0.614
9.305,0.682,0.690,-8.847,0.250,0.096,-0.458,0.814,1.000,-1.721,7.126,7.579,11.038,109331408.604,8.464,7.785,7.380,6.802,7.265,7.829,9.758,13.217,109331410.783,10.643,9.964,9.258,8.981,9.444,10.008,8.680,-0.075,3.384,inf,0.810,0.131,-0.274,-0.852,-0.389,0.175,-0.111,3.348,inf,0.774,0.096,-0.310,-0.888,-0.424,0.139
9.348,0.759,0.775,-9.064,0.328,-0.118,-0.699,0.838,1.000,-2.063,7.001,7.331,10.768,57242405.572,8.226,7.601,7.210,6.594,7.033,7.624,9.679,13.116,57242407.920,10.574,9.949,9.257,8.942,9.381,9.972,8.641,-0.333,3.105,inf,0.563,-0.063,-0.453,-1.070,-0.631,-0.039,-0.368,3.069,inf,0.527,-0.098,-0.489,-1.105,-0.667,-0.075
9.049,0.831,0.261,-8.968,-0.140,-0.041,-0.699,0.583,1.000,-1.239,7.729,7.928,11.204,146694908.371,8.429,8.040,7.772,7.198,7.634,8.055,9.248,12.524,146694909.691,9.749,9.360,8.791,8.518,8.955,9.375,8.217,0.125,3.401,inf,0.626,0.237,-0.031,-0.605,-0.169,0.252,0.089,3.365,inf,0.590,0.201,-0.067,-0.641,-0.204,0.216
10.292,1.049,0.391,-9.145,-0.146,-0.231,0.230,0.749,1.000,-0.433,8.712,8.512,11.495,522250348.131,8.809,8.633,8.414,8.446,8.136,8.599,10.092,13.076,522250349.711,10.389,10.213,9.694,10.026,9.716,10.180,9.725,1.057,4.040,inf,1.354,1.178,0.960,0.991,0.681,1.145,1.022,4.005,inf,1.318,1.142,0.924,0.955,0.645,1.109
9.386,0.988,0.413,-8.609,-0.039,0.339,0.000,0.417,1.000,-0.848,7.761,8.212,11.568,383963863.086,8.881,8.305,7.918,7.610,7.944,8.415,9.836,13.193,383963864.711,10.506,9.930,9.242,9.235,9.569,10.040,8.934,0.493,3.850,inf,1.163,0.587,0.200,-0.108,0.226,0.697,0.458,3.814,inf,1.127,0.551,0.164,-0.144,0.190,0.661
9.871,2.101,-0.004,-8.520,-0.380,0.154,-0.097,0.799,1.000,0.561,9.081,9.233,12.276,2635695440.076,9.421,9.169,8.990,9.146,8.789,9.121,10.022,13.066,2635695440.866,10.211,9.959,9.478,9.936,9.579,9.911,9.635,1.474,4.517,inf,1.662,1.410,1.231,1.387,1.030,1.362,1.438,4.481,inf,1.626,1.375,1.195,1.352,0.995,1.326
9.127,1.300,0.112,-8.683,-0.267,0.017,-0.097,0.671,1.000,-0.577,8.106,8.408,11.659,417970036.147,8.829,8.430,8.225,7.800,8.056,8.426,9.429,12.680,417970037.168,9.850,9.451,8.945,8.821,9.077,9.448,8.520,0.493,3.744,inf,0.914,0.515,0.310,-0.115,0.141,0.512,0.458,3.708,inf,0.878,0.479,0.275,-0.151,0.105,0.476
10.061,1.002,0.110,-10.363,-0.395,-1.492,-0.398,0.553,-1.000,-1.321,9.042,7.869,10.468,40986066.836,7.616,7.608,8.221,8.038,7.588,7.958,8.888,11.487,40986067.855,8.635,8.627,8.939,9.057,8.607,8.977,8.756,0.365,2.965,inf,0.112,0.104,0.718,0.535,0.084,0.454,0.329,2.929,inf,0.076,0.068,0.682,0.499,0.048,0.418
9.243,1.571,0.146,-8.651,-0.235,-0.096,-0.155,0.459,1.000,-0.497,8.153,8.466,11.712,492218884.894,8.901,8.492,8.321,7.936,8.164,8.546,9.555,12.802,492218885.984,9.991,9.581,9.110,9.026,9.254,9.636,8.725,0.536,3.782,inf,0.971,0.562,0.391,0.006,0.234,0.616,0.500,3.746,inf,0.936,0.526,0.355,-0.030,0.198,0.580
10.760,0.675,0.452,-10.554,-0.214,-1.520,-0.216,0.912,-1.000,-1.495,9.059,7.743,10.291,39581545.490,7.604,7.596,8.107,7.892,7.399,7.883,9.444,11.992,39581547.191,9.305,9.297,9.507,9.594,9.100,9.584,9.292,0.414,2.962,inf,0.275,0.268,0.778,0.564,0.071,0.555,0.378,2.926,inf,0.239,0.232,0.743,0.528,0.035,0.519
9.143,0.941,0.541,-9.048,0.126,-0.115,-0.172,0.225,1.000,-1.785,7.263,7.532,10.907,71818813.489,8.256,7.739,7.408,6.778,7.408,7.922,9.413,12.787,71818815.370,10.137,9.619,8.987,8.658,9.289,9.802,8.357,-0.268,3.106,inf,0.456,-0.062,-0.393,-1.023,-0.392,0.121,-0.304,3.071,inf,0.420,-0.098,-0.429,-1.059,-0.428,0.086
9.453,0.839,0.477,-8.671,0.014,0.282,-0.097,0.363,1.000,-0.970,7.701,8.123,11.480,326016368.247,8.821,8.245,7.851,7.528,7.883,8.375,9.876,13.232,326016369.999,10.573,9.997,9.303,9.280,9.635,10.128,8.979,0.472,3.829,inf,1.170,0.594,0.201,-0.123,0.232,0.725,0.437,3.793,inf,1.134,0.558,0.165,-0.159,0.196,0.689
9.800,1.090,0.525,-8.789,0.056,0.034,0.152,0.384,1.000,-0.838,7.951,8.219,11.483,381437692.443,8.852,8.376,8.032,7.848,7.963,8.471,10.068,13.332,381437694.292,10.701,10.225,9.580,9.697,9.812,10.320,9.396,0.621,3.884,inf,1.253,0.777,0.434,0.250,0.364,0.873,0.585,3.849,inf,1.218,0.742,0.398,0.214,0.329,0.837
10.695,0.417,0.447,-10.716,-0.286,-1.414,-0.282,0.709,-1.000,-1.712,9.004,7.586,10.108,25133485.541,7.412,7.407,7.915,7.660,7.291,7.773,9.277,11.800,25133487.233,9.104,9.098,9.305,9.352,8.983,9.465,9.051,0.273,2.796,inf,0.100,0.095,0.603,0.348,-0.021,0.461,0.238,2.760,inf,0.064,0.059,0.567,0.312,-0.057,0.425
11.004,1.089,0.598,-9.914,-0.035,-0.870,-0.398,0.736,0.000,-0.905,9.010,8.170,10.889,184996378.808,8.292,8.254,8.301,8.263,7.824,8.357,10.165,12.883,184996380.803,10.287,10.249,9.995,10.258,9.819,10.351,9.957,0.833,3.551,inf,0.954,0.916,0.963,0.926,0.486,1.019,0.797,3.515,inf,0.919,0.881,0.927,0.890,0.450,0.983
9.037,1.036,0.721,-8.773,0.354,-0.090,-0.424,0.349,1.000,-1.975,6.798,7.395,10.956,75084090.627,8.389,7.588,7.264,6.452,7.219,7.792,9.634,13.195,75084092.866,10.628,9.827,9.202,8.691,9.458,10.032,8.390,-0.482,3.079,inf,0.512,-0.289,-0.613,-1.425,-0.658,-0.084,-0.517,3.043,inf,0.477,-0.324,-0.649,-1.460,-0.694,-0.120
9.340,2.380,-0.071,-8.698,-0.372,-0.189,-0.473,0.611,1.000,-0.013,8.684,8.816,11.917,835899216.152,9.012,8.764,8.699,8.478,8.445,8.755,9.472,12.573,835899216.808,9.668,9.420,9.054,9.134,9.101,9.411,8.833,0.772,3.873,inf,0.967,0.720,0.655,0.434,0.401,0.711,0.736,3.837,inf,0.932,0.684,0.619,0.398,0.365,0.675
9.754,2.099,0.325,-8.254,-0.034,0.383,-0.046,0.390,1.000,0.051,8.305,8.863,12.169,1868589308.891,9.463,8.870,8.545,8.531,8.553,8.995,10.311,13.617,1868589310.339,10.912,10.318,9.692,9.980,10.001,10.443,9.679,1.057,4.362,inf,1.657,1.063,0.739,0.725,0.747,1.188,1.021,4.326,inf,1.621,1.028,0.703,0.689,0.711,1.153
9.447,0.281,0.468,-9.536,-0.025,-0.245,-0.296,0.557,1.000,-1.824,7.713,7.505,10.645,56504857.537,7.957,7.737,7.426,6.911,7.252,7.741,9.239,12.380,56504859.271,9.691,9.471,8.860,8.646,8.986,9.476,8.345,0.029,3.170,inf,0.481,0.261,-0.049,-0.564,-0.224,0.266,-0.007,3.134,inf,0.445,0.225,-0.085,-0.600,-0.260,0.230
10.305,0.487,0.853,-9.059,0.196,0.240,0.176,0.281,1.000,-1.259,7.800,7.914,11.150,232348499.102,8.670,8.208,7.660,7.499,7.728,8.345,10.419,13.654,232348501.607,11.175,10.713,9.864,10.003,10.232,10.850,9.702,0.555,3.790,inf,1.311,0.849,0.301,0.139,0.368,0.986,0.519,3.754,inf,1.275,0.813,0.265,0.104,0.332,0.950
9.860,1.671,0.845,-8.595,0.390,0.118,-0.097,0.274,1.000,-1.222,7.372,7.940,11.399,310724992.896,8.917,8.138,7.729,7.474,7.755,8.370,10.428,13.887,310724995.384,11.405,10.626,9.916,9.962,10.243,10.858,9.661,0.248,3.707,inf,1.224,0.446,0.036,-0.219,0.063,0.678,0.212,3.671,inf,1.188,0.410,0.000,-0.254,0.027,0.642
9.358,1.135,0.233,-8.890,-0.176,-0.149,-0.087,0.776,1.000,-0.797,8.093,8.248,11.451,286657906.216,8.675,8.334,8.125,7.772,7.888,8.299,9.513,12.716,286657907.480,9.940,9.599,9.089,9.037,9.153,9.564,8.736,0.479,3.682,inf,0.906,0.564,0.356,0.003,0.118,0.530,0.443,3.646,inf,0.870,0.528,0.320,-0.033,0.083,0.494
9.400,1.666,0.662,-8.290,0.263,0.305,0.204,0.620,1.000,-1.012,7.278,8.093,11.651,443384124.610,9.083,8.177,7.813,7.392,7.777,8.331,10.215,13.772,443384126.732,11.205,10.299,9.634,9.514,9.899,10.453,9.213,0.213,3.771,inf,1.203,0.297,-0.067,-0.488,-0.102,0.452,0.177,3.735,inf,1.167,0.261,-0.102,-0.524,-0.138,0.416
9.173,1.351,0.453,-8.730,0.068,-0.022,-0.301,0.185,1.000,-1.260,7.470,7.913,11.313,183097940.262,8.634,8.037,7.750,7.202,7.787,8.271,9.616,13.017,183097941.965,10.337,9.741,9.153,8.906,9.490,9.975,8.605,0.006,3.406,inf,0.727,0.130,-0.157,-0.705,-0.120,0.364,-0.030,3.370,inf,0.691,0.094,-0.193,-0.741,-0.156,0.328
9.836,1.960,0.341,-8.804,-0.112,-0.098,-0.150,0.365,1.000,-0.447,8.357,8.502,11.660,585952785.062,8.948,8.603,8.358,8.285,8.231,8.677,9.982,13.139,585952786.541,10.427,10.082,9.536,9.764,9.710,10.157,9.463,0.752,3.909,inf,1.197,0.852,0.607,0.534,0.480,0.927,0.716,3.873,inf,1.161,0.816,0.571,0.498,0.444,0.891
9.458,1.428,0.643,-8.727,0.219,0.033,-0.301,0.392,1.000,-1.353,7.374,7.846,11.271,187955194.059,8.684,8.019,7.665,7.251,7.616,8.164,9.929,13.355,187955196.143,10.768,10.102,9.448,9.334,9.700,10.248,9.033,0.044,3.470,inf,0.883,0.217,-0.137,-0.551,-0.185,0.362,0.008,3.434,inf,0.847,0.181,-0.172,-0.587,-0.221,0.327
9.233,1.683,0.787,-8.149,0.407,0.404,0.061,0.180,1.000,-1.287,6.862,7.893,11.591,350044216.366,9.078,7.968,7.582,7.001,7.773,8.368,10.265,13.963,350044218.738,11.449,10.340,9.653,9.373,10.144,10.740,9.072,-0.067,3.631,inf,1.117,0.008,-0.379,-0.960,-0.188,0.408,-0.103,3.595,inf,1.081,-0.028,-0.414,-0.995,-0.224,0.372
9.255,1.025,0.355,-8.974,-0.041,-0.251,-0.523,0.629,1.000,-1.226,7.747,7.937,11.208,153720353.730,8.480,8.077,7.854,7.343,7.632,8.084,9.446,12.716,153720355.238,9.988,9.585,9.062,8.852,9.140,9.592,8.551,0.157,3.427,inf,0.700,0.297,0.074,-0.437,-0.148,0.304,0.121,3.392,inf,0.664,0.261,0.038,-0.473,-0.184,0.268
9.427,0.764,0.541,-8.170,0.082,0.781,0.351,0.229,1.000,-0.624,7.546,8.374,11.893,865631162.213,9.276,8.407,7.924,7.640,8.180,8.694,10.254,13.774,865631164.093,11.157,10.288,9.503,9.521,10.061,10.574,9.220,0.736,4.255,inf,1.639,0.769,0.286,0.002,0.543,1.056,0.700,4.220,inf,1.603,0.734,0.250,-0.033,0.507,1.020
9.934,0.983,0.647,-8.978,0.110,0.005,-0.046,0.436,1.000,-1.137,7.841,8.003,11.248,234277317.373,8.669,8.225,7.829,7.653,7.745,8.294,10.095,13.341,234277319.466,10.762,10.318,9.621,9.746,9.838,10.387,9.445,0.468,3.713,inf,1.135,0.691,0.295,0.118,0.211,0.760,0.432,3.677,inf,1.099,0.655,0.259,0.082,0.175,0.724
9.902,0.666,0.694,-8.821,0.161,0.160,0.000,0.438,1.000,-1.106,7.715,8.025,11.341,293728955.136,8.787,8.233,7.797,7.559,7.765,8.330,10.212,13.527,293728957.322,10.973,10.420,9.683,9.746,9.952,10.517,9.445,0.553,3.868,inf,1.314,0.761,0.325,0.087,0.293,0.857,0.517,3.833,inf,1.278,0.725,0.289,0.051,0.257,0.822
9.601,1.285,-0.130,-9.277,-0.573,-0.491,-0.040,0.647,0.000,-0.214,9.064,8.671,11.532,399776764.956,8.592,8.529,8.662,8.576,8.303,8.593,9.208,12.070,399776765.493,9.129,9.066,8.898,9.114,8.841,9.130,8.813,0.959,3.821,inf,0.880,0.817,0.950,0.864,0.591,0.881,0.923,3.785,inf,0.844,0.781,0.914,0.829,0.555,0.845
9.250,1.753,0.425,-8.788,0.044,-0.231,-0.231,0.417,1.000,-1.186,7.602,7.967,11.320,189626607.286,8.629,8.096,7.877,7.350,7.719,8.194,9.615,12.968,189626608.934,10.277,9.744,9.224,8.998,9.367,9.842,8.697,-0.001,3.352,inf,0.660,0.128,-0.091,-0.618,-0.249,0.226,-0.037,3.316,inf,0.625,0.092,-0.127,-0.654,-0.285,0.190
9.294,0.623,0.289,-9.889,-0.150,-0.946,-0.092,0.590,-1.000,-1.970,7.919,7.399,10.400,25119916.789,7.618,7.530,7.567,6.948,7.146,7.576,8.774,11.776,25119918.164,8.993,8.905,8.642,8.323,8.522,8.951,8.022,-0.239,2.762,inf,-0.020,-0.108,-0.071,-0.690,-0.492,-0.062,-0.275,2.726,inf,-0.056,-0.144,-0.107,-0.726,-0.528,-0.098
9.410,0.733,0.640,-8.882,0.183,0.068,-0.301,0.766,1.000,-1.550,7.332,7.703,11.101,131110441.044,8.506,7.905,7.512,7.028,7.388,7.935,9.781,13.179,131110443.122,10.584,9.983,9.289,9.106,9.466,10.013,8.805,0.069,3.467,inf,0.872,0.271,-0.122,-0.606,-0.246,0.300,0.033,3.431,inf,0.836,0.235,-0.158,-0.642,-0.282,0.265
10.913,1.469,0.726,-8.850,0.105,0.178,0.230,0.832,1.000,-0.187,8.663,8.690,11.759,1362532319.710,9.247,8.905,8.447,8.594,8.285,8.860,10.940,14.009,1362532321.960,11.497,11.155,10.396,10.844,10.535,11.110,10.543,1.308,4.376,inf,1.864,1.522,1.064,1.212,0.902,1.477,1.272,4.340,inf,1.828,1.486,1.028,1.176,0.866,1.441
9.188,0.800,0.543,-8.910,0.121,0.026,-0.234,0.770,1.000,-1.607,7.303,7.662,11.060,108172885.254,8.416,7.843,7.486,6.898,7.349,7.864,9.546,12.945,108172887.138,10.300,9.728,9.069,8.782,9.234,9.748,8.481,-0.075,3.324,inf,0.679,0.107,-0.251,-0.839,-0.387,0.127,-0.111,3.288,inf,0.643,0.071,-0.286,-0.875,-0.423,0.091
9.114,1.662,0.416,-8.510,0.051,0.012,-0.301,0.450,1.000,-1.026,7.484,8.083,11.534,295376825.484,8.843,8.154,7.906,7.320,7.814,8.286,9.713,13.164,295376827.114,10.473,9.784,9.235,8.951,9.445,9.917,8.650,0.069,3.520,inf,0.829,0.140,-0.108,-0.694,-0.200,0.272,0.033,3.484,inf,0.793,0.104,-0.144,-0.729,-0.235,0.237
9.199,1.436,0.551,-8.587,0.163,0.125,-0.155,0.231,1.000,-1.290,7.298,7.892,11.371,209788549.165,8.740,8.011,7.678,7.138,7.735,8.252,9.792,13.272,209788551.065,10.641,9.912,9.278,9.039,9.636,10.153,8.738,-0.026,3.453,inf,0.822,0.093,-0.240,-0.780,-0.183,0.334,-0.062,3.417,inf,0.786,0.058,-0.276,-0.816,-0.219,0.299
9.201,2.490,0.032,-8.586,-0.249,-0.120,-0.523,0.536,1.000,-0.247,8.339,8.647,11.862,675382846.363,9.002,8.628,8.508,8.145,8.308,8.652,9.510,12.725,675382847.226,9.865,9.490,9.070,9.008,9.171,9.515,8.707,0.511,3.727,inf,0.867,0.492,0.373,0.010,0.173,0.517,0.475,3.691,inf,0.831,0.456,0.337,-0.026,0.137,0.481
9.334,1.305,0.445,-9.029,0.039,-0.292,-0.523,0.700,1.000,-1.384,7.646,7.824,11.106,121554331.752,8.419,7.998,7.757,7.276,7.512,7.994,9.512,12.795,121554333.441,10.108,9.687,9.144,8.965,9.201,9.683,8.664,-0.000,3.282,inf,0.595,0.175,-0.067,-0.548,-0.312,0.170,-0.036,3.246,inf,0.559,0.139,-0.103,-0.584,-0.348,0.134
9.747,2.173,0.171,-8.719,-0.188,-0.084,-0.097,0.406,1.000,-0.111,8.608,8.746,11.860,903930752.673,9.073,8.776,8.593,8.555,8.439,8.829,9.885,12.999,903930753.812,10.212,9.916,9.431,9.694,9.578,9.968,9.393,0.925,4.039,inf,1.252,0.956,0.772,0.734,0.618,1.008,0.889,4.003,inf,1.216,0.920,0.736,0.698,0.582,0.973
10.394,0.660,0.656,-8.653,0.047,0.358,0.204,0.710,1.000,-0.370,8.283,8.558,11.771,1062597376.445,9.219,8.727,8.253,8.241,8.186,8.738,10.669,13.882,1062597378.556,11.330,10.839,10.063,10.352,10.297,10.849,10.051,1.185,4.398,inf,1.846,1.355,0.880,0.869,0.813,1.365,1.149,4.362,inf,1.811,1.319,0.845,0.833,0.777,1.329
10.350,1.823,0.501,-9.000,-0.013,-0.162,0.148,0.591,1.000,-0.450,8.550,8.500,11.560,617651017.542,8.928,8.663,8.378,8.446,8.159,8.659,10.301,13.361,617651019.342,10.729,10.464,9.878,10.247,9.960,10.460,9.946,0.947,4.007,inf,1.375,1.110,0.825,0.893,0.606,1.106,0.911,3.971,inf,1.340,1.074,0.789,0.857,0.570,1.071
9.593,1.762,0.069,-8.657,-0.354,-0.013,0.074,0.704,1.000,0.000,8.657,8.826,11.944,1025334228.939,9.109,8.817,8.648,8.565,8.434,8.790,9.762,12.879,1025334229.875,10.045,9.753,9.282,9.501,9.370,9.726,9.200,1.011,4.129,inf,1.294,1.002,0.833,0.750,0.619,0.975,0.976,4.093,inf,1.258,0.967,0.797,0.714,0.583,0.939
